ENSRNOG00000047871_LOC684376,[2],[2],[1],[2],[1],[1]
ENSRNOG00000047894_Liph,"[2, 0, 1, 1]","[2, 0, 0, 1]","[2, 0, 0, 0]","[2, 1, 0, 0]","[2, 0, 1, 1]","[2, 0, 1, 1]"
ENSRNOG00000047897_Olr868,[0],[1],[0],[0],[0],[0]
ENSRNOG00000047901_Acp7,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047906_Olr1343,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 1]"
ENSRNOG00000047915_AABR07051550.1,"[1, 1, 1]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000047917_Plscr5,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000047925_Olr1673,"[2, 0]","[2, 1]","[2, 1]","[2, 1]","[2, 0]","[2, 0]"
ENSRNOG00000047926_Olr576,[0],[1],[2],[1],[1],[0]
ENSRNOG00000047948_AC107446.2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047956_Olr903,[1],[1],[1],[1],[1],[0]
ENSRNOG00000047967_Arhgef19,[1],[1],[0],[0],[0],[0]
ENSRNOG00000047976_Olr1558,"[1, 1]","[2, 2]","[2, 2]","[1, 1]","[2, 2]","[2, 2]"
ENSRNOG00000047981_Olr726,"[0, 0]","[2, 2]","[1, 1]","[1, 1]","[0, 0]","[1, 1]"
ENSRNOG00000047984_Mrps22,"[1, 1]","[1, 0]","[2, 2]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000047986_LOC100912485,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","[1, 0, 0, 1, 0]","[1, 0, 0, 1, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
ENSRNOG00000047994_Olr824,"[2, 1, 1, 1, 1, 2, 1]","[2, 2, 1, 0, 0, 2, 0]","[2, 2, 1, 0, 0, 1, 0]","[2, 2, 1, 0, 0, 1, 0]","[2, 1, 1, 1, 1, 2, 1]","[2, 1, 1, 1, 1, 1, 1]"
ENSRNOG00000047996_AABR07065776.2,[2],[1],[1],[1],[1],[2]
ENSRNOG00000047997_Olr1347,"[0, 0]","[0, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 1]"
ENSRNOG00000048005_Olr338,[0],[1],[0],[2],[1],[1]
ENSRNOG00000048025_Cstf2;ENSRNOG00000048025_Cstf2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048036_Ncan,"[0, 2]","[0, 2]","[0, 2]","[0, 2]","[1, 1]","[1, 1]"
ENSRNOG00000048061_Brcc3,[1],[1],[1],[1],[1],[1]
ENSRNOG00000048062_AABR07065815.1,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[1, 1, 2]"
ENSRNOG00000048070_AABR07051563.1,"[1, 1, 1, 1]","[1, 0, 1, 1]","[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000048088_Mest,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048099_AABR07017669.1,[0],[0],[1],[1],[1],[0]
ENSRNOG00000048100_AABR07002044.1,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000048114_Echdc3,"[2, 2]","[2, 0]","[2, 2]","[2, 2]","[2, 1]","[2, 2]"
ENSRNOG00000048125_Nlrp1b,[2],[1],[1],[1],[0],[0]
ENSRNOG00000048133_Olr1358,"[2, 1]","[2, 1]","[2, 1]","[2, 1]","[2, 2]","[2, 2]"
ENSRNOG00000048139_Ncmap,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048155_Olr745,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048159_AABR07065778.3,[1],[1],[0],[1],[0],[0]
ENSRNOG00000048164_Acad8,[0],[1],[0],[0],[0],[0]
ENSRNOG00000048167_LOC100361009,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
ENSRNOG00000048186_F2rl3,[1],[1],[0],[0],[1],[1]
ENSRNOG00000048195_Nudt13,[1],[1],[2],[1],[1],[0]
ENSRNOG00000048197_Fam154a,[1],[1],[1],[1],[1],[1]
ENSRNOG00000048210_Tpcr12,"[0, 0]","[0, 0]","[0, 0]","[1, 1]","[0, 0]","[0, 0]"
ENSRNOG00000048229_Olr781,[0],[0],[0],[0],[1],[1]
ENSRNOG00000048230_LOC300308,"[0, 0]","[1, 1]","[1, 1]","[1, 0]","[1, 1]","[1, 1]"
ENSRNOG00000048239_Cxcr1,"[1, 1]","[1, 1]","[1, 1]","[2, 2]","[1, 1]","[1, 1]"
ENSRNOG00000048256_Fam160a1,"[1, 2]","[1, 2]","[1, 2]","[0, 2]","[1, 2]","[0, 2]"
ENSRNOG00000048259_Olr691,"[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]"
ENSRNOG00000048315_Eif2ak2,[2],[1],[1],[2],[2],[2]
ENSRNOG00000048318_RGD1561106,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048319_LOC684395,[1],[2],[0],[0],[0],[0]
ENSRNOG00000048329_Cyp2ac1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048363_Dnah5,"[2, 2, 1]","[2, 2, 2]","[2, 1, 0]","[2, 2, 2]","[2, 2, 2]","[2, 2, 1]"
ENSRNOG00000048370_Vom1r63,"[0, 1, 0, 1]","[1, 1, 1, 1]","[2, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000048372_AABR07027098.1,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 2]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2]"
ENSRNOG00000048389_Fgf18,"[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000048390_AABR07006536.1,"[1, 1, 1]","[2, 2, 2]","[0, 0, 0]","[0, 0, 0]","[2, 2, 2]","[2, 2, 2]"
ENSRNOG00000048394_Zfp560,[0],[1],[0],[0],[0],[1]
ENSRNOG00000048402_Igh-6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[2, 2, 0, 2, 2, 2, 2, 2, 0, 0]"
ENSRNOG00000048404_Olr826,"[1, 1]","[2, 3]","[2, 3]","[2, 3]","[1, 1]","[1, 1]"
ENSRNOG00000048408_Olr869,"[1, 1]","[0, 0]","[1, 1]","[0, 1]","[1, 1]","[1, 1]"
ENSRNOG00000048411_Uhrf1,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000048425_LOC691828,"[1, 1]","[1, 1]","[0, 0]","[1, 1]","[0, 0]","[0, 0]"
ENSRNOG00000048430_Myo18b,"[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2, 2, 2, 2]","[2, 2, 2, 2]"
ENSRNOG00000048431_Nynrin,"[0, 2, 1]","[0, 2, 1]","[0, 2, 0]","[0, 2, 2]","[0, 2, 1]","[0, 2, 1]"
ENSRNOG00000048434_Olr1565,"[1, 1]","[0, 0]","[0, 0]","[2, 2]","[2, 2]","[2, 2]"
ENSRNOG00000048436_Or51t1,"[2, 2]","[2, 2]","[1, 1]","[2, 2]","[1, 1]","[1, 1]"
ENSRNOG00000048446_Olr373,"[1, 1, 1, 1, 1]","[2, 2, 2, 2, 2]","[0, 0, 0, 0, 0]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]"
ENSRNOG00000048449_Itgb3;ENSRNOG00000048449_Itgb3,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048482_Vom2r58,[2],[1],[2],[2],[2],[2]
ENSRNOG00000048495_Rrp12,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048499_Olr410,"[1, 1]","[1, 1]","[0, 2]","[1, 1]","[0, 2]","[1, 1]"
ENSRNOG00000048505_Vom1r32,[1],[1],[2],[2],[1],[1]
ENSRNOG00000048518_AABR07028558.1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048539_Olr832,"[2, 0, 2]","[2, 0, 2]","[2, 0, 2]","[2, 0, 2]","[2, 1, 1]","[2, 1, 1]"
ENSRNOG00000048577_Zfp955a,"[0, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000048582_Olr145,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[0, 0]","[1, 1]"
ENSRNOG00000048607_Olr756,"[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
ENSRNOG00000048614_Teddm1,[1],[0],[0],[0],[0],[0]
ENSRNOG00000048635_Vom2r27,[0],[1],[2],[1],[1],[1]
ENSRNOG00000048636_Il2rb,"[1, 1, 1, 1]","[0, 2, 2, 2]","[0, 2, 2, 2]","[0, 2, 2, 2]","[0, 2, 2, 2]","[0, 2, 2, 2]"
ENSRNOG00000048656_AABR07007853.1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048660_Gsg2,[0],[1],[0],[0],[0],[0]
ENSRNOG00000048661_RGD1564347,"[0, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000048663_AABR07002093.1,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]","[2, 2, 2]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000048675_Olr875,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[2, 2]"
ENSRNOG00000048686_LOC100360856,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000048706_Nox1,[1],[0],[0],[0],[0],[0]
ENSRNOG00000048712_Ccdc137,"[2, 2]","[0, 1]","[2, 2]","[1, 2]","[1, 1]","[2, 2]"
ENSRNOG00000048713_Olr139,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 2]","[1, 1]"
ENSRNOG00000048725_Lsm2,[1],[0],[0],[0],[1],[1]
ENSRNOG00000048726_Clec2d,"[1, 1]","[1, 1]","[1, 0]","[1, 0]","[1, 0]","[1, 0]"
ENSRNOG00000048741_LOC690288,"[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000048751_Rtl1,[2],[2],[2],[1],[1],[1]
ENSRNOG00000048755_AABR07054897.1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048758_Snrpd2l,"[1, 1, 1, 1]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 2, 2]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000048761_Olr829,"[1, 2]","[1, 2]","[0, 2]","[0, 2]","[1, 2]","[1, 2]"
ENSRNOG00000048769_Nek5,"[2, 2]","[2, 2]","[1, 2]","[2, 2]","[2, 2]","[1, 2]"
ENSRNOG00000048771_RGD1559482,"[1, 0, 1]","[1, 1, 0]","[1, 1, 0]","[0, 0, 2]","[1, 1, 0]","[0, 0, 0]"
ENSRNOG00000048778_RGD1559999,"[0, 0, 0, 0, 1]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
ENSRNOG00000048787_Vom1r108,[2],[1],[0],[1],[1],[2]
ENSRNOG00000048793_LOC684471,[0],[0],[0],[1],[0],[0]
ENSRNOG00000048802_LOC684466,"[2, 2]","[2, 1]","[2, 2]","[2, 2]","[2, 2]","[2, 2]"
ENSRNOG00000048807_Vom1r81,[0],[2],[1],[0],[1],[1]
ENSRNOG00000048808_AABR07017624.1,"[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000048817_Gspt2,[0],[1],[0],[0],[0],[0]
ENSRNOG00000048828_Olr1749,"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000048834_Plin3,[0],[0],[1],[0],[0],[0]
ENSRNOG00000048835_RGD1561226,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
ENSRNOG00000048849_Pdss1,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000048856_Olr1619,"[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 0, 0]","[2, 2, 2, 2]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000048857_Olr1640,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000048871_AABR07044495.1,[0],[1],[2],[1],[0],[0]
ENSRNOG00000048909_Olr395,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048930_Olr221,[2],[2],[2],[2],[2],[2]
ENSRNOG00000048932_Smagp,"[0, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000048938_Olr1437,"[2, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[2, 1, 1, 1, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]"
ENSRNOG00000048941_Olr1197,[1],[0],[1],[1],[1],[1]
ENSRNOG00000048951_LOC100364500,"[1, 3, 1, 1, 1, 1, 1, 0, 4]","[1, 2, 1, 0, 1, 1, 1, 1, 2]","[1, 0, 2, 1, 1, 1, 1, 1, 2]","[1, 1, 2, 1, 1, 1, 1, 1, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 3]"
ENSRNOG00000048952_Olr825,"[1, 1, 1, 1]","[1, 0, 1, 2]","[1, 0, 2, 2]","[1, 0, 2, 2]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000048967_LOC688459,"[2, 2, 2, 2]","[2, 0, 0, 0]","[2, 1, 1, 1]","[2, 1, 1, 1]","[2, 1, 1, 1]","[2, 1, 1, 1]"
ENSRNOG00000048975_Trim42,[2],[2],[1],[1],[1],[1]
ENSRNOG00000048978_Nphp3,"[2, 1]","[2, 1]","[2, 0]","[2, 1]","[2, 1]","[2, 1]"
ENSRNOG00000048981_Ahsa1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000048987_Sfta2,[0],[0],[1],[1],[1],[1]
ENSRNOG00000048989_Larp7,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000049000_Olr1670,[0],[1],[1],[1],[0],[0]
ENSRNOG00000049010_AABR07007399.1,"[0, 0]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000049028_C5ar2,[1],[0],[0],[0],[1],[1]
ENSRNOG00000049037_LOC103690308,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049045_LOC100364027,"[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]"
ENSRNOG00000049052_Sgk3,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049054_Ntsr2,"[0, 0]","[1, 0]","[0, 1]","[2, 0]","[1, 1]","[1, 1]"
ENSRNOG00000049057_Znrf2,[0],[1],[0],[0],[0],[0]
ENSRNOG00000049065_AABR07017735.1,"[0, 1]","[1, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]"
ENSRNOG00000049092_Vom2r18,[1],[1],[1],[1],[1],[1]
ENSRNOG00000049096_Mcpt8l2,"[1, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]"
ENSRNOG00000049102_Olr1710,[1],[1],[1],[0],[0],[0]
ENSRNOG00000049115_Ccr5,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000049125_LOC684539,"[1, 0, 1, 1, 1, 1]","[0, 2, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
ENSRNOG00000049127_Smap1,[1],[0],[1],[1],[0],[0]
ENSRNOG00000049128_Nktr,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049129_Olr633,[0],[1],[1],[1],[1],[1]
ENSRNOG00000049177_AABR07024972.1,"[0, 2, 2]","[0, 2, 2]","[0, 2, 2]","[2, 0, 2]","[1, 1, 2]","[0, 2, 2]"
ENSRNOG00000049187_AABR07069837.1,"[1, 0, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000049191_Olr1159,[0],[1],[0],[0],[0],[1]
ENSRNOG00000049197_Olr267,"[1, 2, 1]","[1, 2, 1]","[1, 2, 1]","[1, 2, 1]","[2, 2, 2]","[1, 2, 1]"
ENSRNOG00000049204_Olr140,"[1, 1, 2, 2]","[1, 1, 1, 2]","[1, 1, 2, 2]","[1, 1, 2, 2]","[1, 0, 2, 2]","[1, 1, 2, 2]"
ENSRNOG00000049212_Olr1579,[1],[2],[2],[2],[1],[1]
ENSRNOG00000049215_Cbx2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049235_Arl16,[0],[1],[0],[1],[1],[2]
ENSRNOG00000049248_AABR07007905.1,"[1, 0]","[1, 2]","[1, 0]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000049268_AABR07061131.1,"[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 1, 1, 1]"
ENSRNOG00000049270_Ppp2r3b,[0],[0],[0],[1],[0],[0]
ENSRNOG00000049276_Olr541,[0],[1],[0],[0],[0],[0]
ENSRNOG00000049282_Oas2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049303_Marco,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049315_AABR07065827.1,"[1, 3, 1, 1, 1, 3]","[0, 1, 0, 1, 1, 1]","[0, 1, 0, 1, 1, 1]","[1, 3, 1, 1, 1, 3]","[1, 1, 0, 1, 1, 1]","[1, 3, 1, 1, 1, 1]"
ENSRNOG00000049332_Olr483,[0],[1],[0],[0],[0],[0]
ENSRNOG00000049365_Olr646,[0],[1],[1],[1],[1],[1]
ENSRNOG00000049389_Olr818,"[0, 0]","[0, 0]","[0, 0]","[1, 1]","[2, 2]","[2, 2]"
ENSRNOG00000049399_Krtap15-1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049410_Chrm3,[2],[1],[1],[1],[0],[0]
ENSRNOG00000049443_Vom2r77,"[1, 0]","[2, 1]","[1, 0]","[2, 0]","[2, 1]","[2, 1]"
ENSRNOG00000049452_Nebl,[0],[0],[0],[0],[1],[0]
ENSRNOG00000049455_Olr1117,[0],[1],[0],[0],[0],[1]
ENSRNOG00000049460_Olr415,"[1, 1, 1, 2, 1]","[1, 1, 1, 2, 1]","[0, 2, 2, 2, 2]","[1, 1, 1, 2, 1]","[0, 2, 2, 2, 2]","[1, 1, 1, 2, 1]"
ENSRNOG00000049464_Cyp2c13,[1],[1],[1],[1],[0],[0]
ENSRNOG00000049477_LOC681470,[0],[0],[0],[1],[0],[0]
ENSRNOG00000049483_Olr241,[1],[2],[2],[1],[2],[1]
ENSRNOG00000049485_Olr120,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049499_AABR07051535.1,"[1, 1, 1]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000049505_Nup43,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000049509_Olr614,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049525_AABR07065812.1,"[1, 1]","[1, 1]","[0, 0]","[2, 2]","[0, 0]","[1, 1]"
ENSRNOG00000049529_Vom1r52,"[1, 1, 0, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000049544_Olr137,"[1, 1]","[1, 1]","[0, 1]","[1, 1]","[1, 2]","[0, 1]"
ENSRNOG00000049551_Gm8797,[0],[1],[1],[0],[0],[0]
ENSRNOG00000049552_Sgsh,[2],[1],[2],[2],[1],[2]
ENSRNOG00000049577_AABR07017595.1,"[0, 0, 0]","[1, 1, 1]","[2, 2, 2]","[2, 2, 2]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000049590_RT1-M2,"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000049592_AABR07035791.1,"[1, 3, 1, 1, 2]","[1, 3, 2, 2, 3]","[1, 3, 2, 2, 3]","[1, 3, 2, 2, 3]","[1, 2, 2, 2, 2]","[1, 2, 2, 2, 2]"
ENSRNOG00000049605_Zfp296,[0],[1],[0],[0],[0],[0]
ENSRNOG00000049633_Flvcr1,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000049640_Olr1376,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[2, 2]","[2, 2]"
ENSRNOG00000049645_V1ra14,[1],[1],[1],[1],[1],[1]
ENSRNOG00000049662_LOC100909688,"[0, 2]","[1, 2]","[0, 2]","[0, 2]","[0, 2]","[0, 2]"
ENSRNOG00000049670_AABR07017597.1,"[0, 0]","[0, 0]","[2, 2]","[2, 2]","[1, 1]","[1, 1]"
ENSRNOG00000049695_Myh2,[0],[0],[0],[0],[0],[0]
ENSRNOG00000049711_Olr675,"[0, 0, 2, 2, 0, 0]","[1, 1, 1, 2, 1, 1]","[1, 0, 1, 2, 1, 1]","[1, 0, 1, 2, 1, 1]","[0, 0, 2, 2, 0, 0]","[1, 0, 1, 2, 1, 1]"
ENSRNOG00000049714_Asap3,"[2, 0]","[2, 0]","[2, 2]","[2, 1]","[2, 0]","[2, 0]"
ENSRNOG00000049717_Olr189,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049721_Olr482,[2],[0],[0],[1],[2],[2]
ENSRNOG00000049755_LOC100361705,"[1, 1, 1]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000049757_LOC689039,[0],[1],[0],[0],[0],[0]
ENSRNOG00000049759_LOC684545,"[1, 1, 0]","[1, 1, 1]","[2, 2, 0]","[2, 2, 0]","[1, 1, 0]","[1, 1, 0]"
ENSRNOG00000049781_Olr1079,[0],[0],[0],[1],[0],[1]
ENSRNOG00000049799_LOC103690286,[0],[0],[0],[0],[0],[1]
ENSRNOG00000049828_Crlf2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049843_AABR07016950.1,"[1, 0]","[1, 0]","[1, 1]","[1, 1]","[1, 1]","[1, 0]"
ENSRNOG00000049853_Rgag1,[2],[1],[0],[2],[1],[1]
ENSRNOG00000049855_LOC102554637,[1],[1],[1],[1],[1],[1]
ENSRNOG00000049856_Zfp617,"[2, 1]","[2, 1]","[2, 0]","[2, 0]","[2, 1]","[2, 1]"
ENSRNOG00000049888_LOC686683,"[0, 0, 0, 2, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]"
ENSRNOG00000049900_Irf2bp2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049901_LOC684683,"[1, 1]","[1, 0]","[1, 1]","[1, 0]","[0, 0]","[0, 0]"
ENSRNOG00000049918_Lrg1,[0],[0],[1],[0],[0],[0]
ENSRNOG00000049919_LOC691670,"[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","[2, 2, 2, 2]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000049920_Psma2,[1],[1],[0],[0],[0],[0]
ENSRNOG00000049929_AABR07030494.1,"[2, 2, 2]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000049931_LOC288913,[0],[0],[1],[0],[1],[1]
ENSRNOG00000049936_Olr1615,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[2, 2, 2]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000049939_AABR07066677.1,[1],[1],[1],[1],[1],[1]
ENSRNOG00000049953_Olr1458,[2],[2],[2],[2],[2],[2]
ENSRNOG00000049988_Mbtd1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000049990_AABR07045411.1,"[1, 0]","[1, 0]","[1, 1]","[1, 1]","[1, 1]","[1, 0]"
ENSRNOG00000049991_Mcpt8,"[1, 1, 1, 1, 3, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0]","[2, 2, 2, 0, 3, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]"
ENSRNOG00000049994_Ifi44l,[1],[1],[2],[2],[2],[2]
ENSRNOG00000050003_Vom2r49,"[0, 0, 0, 2]","[0, 0, 0, 2]","[1, 0, 0, 1]","[1, 0, 0, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]"
ENSRNOG00000050009_Olr527,"[0, 0, 0, 0]","[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
ENSRNOG00000050034_LOC501297,[1],[1],[1],[1],[1],[1]
ENSRNOG00000050035_Sall4,[0],[1],[1],[2],[0],[0]
ENSRNOG00000050040_Akr1c13,[2],[2],[1],[1],[1],[1]
ENSRNOG00000050044_Ptp4a2,"[0, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000050071_Cdc45,"[0, 0, 0]","[1, 1, 0]","[0, 0, 0]","[0, 0, 2]","[0, 0, 1]","[0, 0, 1]"
ENSRNOG00000050072_Jmjd7,[0],[0],[0],[1],[0],[0]
ENSRNOG00000050080_Olr535,[0],[1],[1],[1],[1],[0]
